Time,JointType,TrackingState,Position.X,Position.Y,Position.Z
00:00:00.0613556,ElbowLeft,Tracked,-0.563878357410431,-0.120212763547897,2.31284427642822
00:00:00.0620099,ElbowRight,Tracked,-0.175953775644302,-0.0982679352164268,2.14315223693848
00:00:00.0647714,ElbowLeft,Tracked,-0.562984585762024,-0.119903534650803,2.31263041496277
00:00:00.0648868,ElbowRight,Tracked,-0.176107972860336,-0.0959133878350258,2.14465284347534
00:00:00.0812247,ElbowLeft,Tracked,-0.562579751014709,-0.120030105113983,2.31211686134338
00:00:00.0813382,ElbowRight,Tracked,-0.176202490925789,-0.0958606079220772,2.14473867416382
00:00:00.1137021,ElbowLeft,Tracked,-0.558778703212738,-0.123493418097496,2.30479764938354
00:00:00.1137727,ElbowRight,Tracked,-0.176287412643433,-0.095962718129158,2.14488506317139
00:00:00.1439428,ElbowLeft,Tracked,-0.559867262840271,-0.122276067733765,2.30670714378357
00:00:00.1440935,ElbowRight,Tracked,-0.176283925771713,-0.0962214916944504,2.14488339424133
00:00:00.1792882,ElbowLeft,Tracked,-0.561142802238464,-0.120982229709625,2.30942463874817
00:00:00.1794126,ElbowRight,Inferred,-0.177142441272736,-0.089996799826622,2.15232539176941
00:00:00.2110549,ElbowLeft,Tracked,-0.563673079013824,-0.1184983253479,2.31592535972595
00:00:00.2111838,ElbowRight,Inferred,-0.178473129868507,-0.0844783186912537,2.15546250343323
00:00:00.2432462,ElbowLeft,Tracked,-0.564719617366791,-0.121857523918152,2.31649374961853
00:00:00.2433207,ElbowRight,Inferred,-0.180344939231873,-0.0965050831437111,2.14243650436401
00:00:00.2803345,ElbowLeft,Tracked,-0.563313901424408,-0.122735053300858,2.3148078918457
00:00:00.2804608,ElbowRight,Tracked,-0.142558336257935,-0.0449871569871902,2.15394330024719
00:00:00.3108933,ElbowLeft,Tracked,-0.546395599842072,-0.116949632763863,2.27288103103638
00:00:00.3110646,ElbowRight,Tracked,-0.154440194368362,-0.0540123730897903,2.15710783004761
00:00:00.3459661,ElbowLeft,Tracked,-0.545455694198608,-0.117031745612621,2.272212266922
00:00:00.3460809,ElbowRight,Inferred,-0.153330028057098,-0.0574595928192139,2.15833640098572
00:00:00.3799407,ElbowLeft,Tracked,-0.54931902885437,-0.119607791304588,2.28206586837769
00:00:00.3800170,ElbowRight,Tracked,-0.172257736325264,-0.0944430530071259,2.14453792572021
00:00:00.4154727,ElbowLeft,Tracked,-0.552481055259705,-0.121475405991077,2.2893168926239
00:00:00.4156267,ElbowRight,Tracked,-0.171685859560966,-0.0955676138401031,2.14247536659241
00:00:00.4490393,ElbowLeft,Tracked,-0.552352905273438,-0.120930328965187,2.2900755405426
00:00:00.4491939,ElbowRight,Tracked,-0.171627178788185,-0.0962372645735741,2.14228582382202
00:00:00.4871378,ElbowLeft,Tracked,-0.555703997612,-0.117664411664009,2.29765486717224
00:00:00.4873380,ElbowRight,Tracked,-0.153585404157639,-0.0602980963885784,2.1472384929657
00:00:00.5174350,ElbowLeft,Tracked,-0.556596040725708,-0.112451910972595,2.30274319648743
00:00:00.5176755,ElbowRight,Tracked,-0.153227865695953,-0.0593666508793831,2.14611744880676
00:00:00.5486751,ElbowLeft,Tracked,-0.556703805923462,-0.108174592256546,2.30405163764954
00:00:00.5488078,ElbowRight,Tracked,-0.154603645205498,-0.0645286813378334,2.14235591888428
00:00:00.5796669,ElbowLeft,Tracked,-0.556187689304352,-0.104229792952538,2.3042516708374
00:00:00.5797342,ElbowRight,Tracked,-0.154997229576111,-0.0656895786523819,2.1404025554657
00:00:00.6122296,ElbowLeft,Tracked,-0.557850062847137,-0.0981954485177994,2.30759310722351
00:00:00.6123554,ElbowRight,Tracked,-0.155175149440765,-0.064482718706131,2.13758492469788
00:00:00.6419302,ElbowLeft,Tracked,-0.556868493556976,-0.0947992652654648,2.30578088760376
00:00:00.6419963,ElbowRight,Tracked,-0.156872525811195,-0.0619904920458794,2.13431096076965
00:00:00.6786580,ElbowLeft,Tracked,-0.55624520778656,-0.0904383063316345,2.30477523803711
00:00:00.6787567,ElbowRight,Tracked,-0.157361716032028,-0.0610655955970287,2.13187527656555
00:00:00.7113195,ElbowLeft,Tracked,-0.554630160331726,-0.0874313712120056,2.30218315124512
00:00:00.7113920,ElbowRight,Tracked,-0.157430291175842,-0.0605557076632977,2.12888598442078
00:00:00.7436917,ElbowLeft,Tracked,-0.553110301494598,-0.084313839673996,2.29985046386719
00:00:00.7437847,ElbowRight,Tracked,-0.15706729888916,-0.0593776777386665,2.12719488143921
00:00:00.7795888,ElbowLeft,Tracked,-0.551814258098602,-0.0807630121707916,2.29726696014404
00:00:00.7797171,ElbowRight,Tracked,-0.155308067798615,-0.0563706085085869,2.12489485740662
00:00:00.8122798,ElbowLeft,Tracked,-0.550872564315796,-0.0787586718797684,2.29544425010681
00:00:00.8124229,ElbowRight,Tracked,-0.154800772666931,-0.0552101135253906,2.12226629257202
00:00:00.8438451,ElbowLeft,Tracked,-0.550140023231506,-0.0755201578140259,2.29480171203613
00:00:00.8439734,ElbowRight,Tracked,-0.153105288743973,-0.0524059683084488,2.11987066268921
00:00:00.8788704,ElbowLeft,Tracked,-0.548480272293091,-0.0739171355962753,2.29199981689453
00:00:00.8789467,ElbowRight,Tracked,-0.152858182787895,-0.0521169230341911,2.11835980415344
00:00:00.9108276,ElbowLeft,Tracked,-0.546695172786713,-0.0724255293607712,2.28946566581726
00:00:00.9109450,ElbowRight,Tracked,-0.15246669948101,-0.0496767684817314,2.11413764953613
00:00:00.9430126,ElbowLeft,Tracked,-0.546221852302551,-0.0707623213529587,2.28786730766296
00:00:00.9431357,ElbowRight,Tracked,-0.150915503501892,-0.0473005659878254,2.11192011833191
00:00:00.9791848,ElbowLeft,Tracked,-0.545174479484558,-0.0691218674182892,2.28599500656128
00:00:00.9793163,ElbowRight,Tracked,-0.150041982531548,-0.0472903363406658,2.11088228225708
00:00:01.0141248,ElbowLeft,Tracked,-0.542964458465576,-0.0683046728372574,2.28170967102051
00:00:01.0142858,ElbowRight,Tracked,-0.149008989334106,-0.045646533370018,2.10820245742798
00:00:01.0406065,ElbowLeft,Tracked,-0.541443586349487,-0.0675153732299805,2.27929544448853
00:00:01.0406713,ElbowRight,Tracked,-0.148144021630287,-0.0448533333837986,2.1066153049469
00:00:01.0797609,ElbowLeft,Tracked,-0.543445467948914,-0.0616642981767654,2.28391313552856
00:00:01.0799052,ElbowRight,Tracked,-0.146595254540443,-0.0390149429440498,2.10273551940918
00:00:01.1108900,ElbowLeft,Tracked,-0.542048931121826,-0.0589983761310577,2.28157782554626
00:00:01.1110176,ElbowRight,Tracked,-0.146199643611908,-0.0369648672640324,2.0998694896698
00:00:01.1431275,ElbowLeft,Tracked,-0.54036808013916,-0.0598755776882172,2.27706074714661
00:00:01.1432885,ElbowRight,Tracked,-0.145041912794113,-0.0320355631411076,2.09733080863953
00:00:01.1810708,ElbowLeft,Tracked,-0.539232075214386,-0.057034432888031,2.27495074272156
00:00:01.1811324,ElbowRight,Tracked,-0.144930690526962,-0.0311316438019276,2.09547281265259
00:00:01.2124090,ElbowLeft,Tracked,-0.538450062274933,-0.0551272630691528,2.27247953414917
00:00:01.2125373,ElbowRight,Tracked,-0.143463656306267,-0.0314372889697552,2.09438228607178
00:00:01.2445304,ElbowLeft,Tracked,-0.537457168102264,-0.0517911463975906,2.27138590812683
00:00:01.2445946,ElbowRight,Tracked,-0.142817869782448,-0.0305698104202747,2.09148907661438
00:00:01.2798091,ElbowLeft,Tracked,-0.536764562129974,-0.0493951737880707,2.26968431472778
00:00:01.2802376,ElbowRight,Tracked,-0.14232674241066,-0.0308777578175068,2.08775305747986
00:00:01.3117253,ElbowLeft,Tracked,-0.53775954246521,-0.04228176176548,2.27241897583008
00:00:01.3117978,ElbowRight,Tracked,-0.141893699765205,-0.026698986068368,2.08474397659302
00:00:01.3460373,ElbowLeft,Tracked,-0.532635271549225,-0.0468202382326126,2.26118469238281
00:00:01.3461098,ElbowRight,Tracked,-0.14126743376255,-0.0279787350445986,2.08091759681702
00:00:01.3771632,ElbowLeft,Tracked,-0.532453775405884,-0.0437546074390411,2.25920820236206
00:00:01.3772799,ElbowRight,Tracked,-0.141530334949493,-0.0259437207132578,2.07524442672729
00:00:01.4127266,ElbowLeft,Tracked,-0.531489074230194,-0.0416786074638367,2.25633478164673
00:00:01.4128062,ElbowRight,Tracked,-0.141963571310043,-0.0257373061031103,2.07109570503235
00:00:01.4475371,ElbowLeft,Tracked,-0.530697882175446,-0.0403508692979813,2.2527060508728
00:00:01.4476859,ElbowRight,Tracked,-0.141059130430222,-0.0247976630926132,2.06738495826721
00:00:01.4781896,ElbowLeft,Tracked,-0.526460409164429,-0.0466786921024323,2.24127793312073
00:00:01.4783454,ElbowRight,Tracked,-0.14174972474575,-0.0228396989405155,2.06233286857605
00:00:01.5123322,ElbowLeft,Tracked,-0.525659084320068,-0.0436926186084747,2.23892426490784
00:00:01.5124688,ElbowRight,Tracked,-0.142284721136093,-0.0220866370946169,2.05780076980591
00:00:01.5488431,ElbowLeft,Tracked,-0.52433305978775,-0.0415625423192978,2.23515272140503
00:00:01.5489239,ElbowRight,Tracked,-0.14264640212059,-0.0154280811548233,2.05002903938293
00:00:01.5808722,ElbowLeft,Tracked,-0.523282527923584,-0.0397491902112961,2.23117470741272
00:00:01.5809915,ElbowRight,Tracked,-0.143350586295128,-0.0170339066535234,2.04741430282593
00:00:01.6118749,ElbowLeft,Tracked,-0.458913952112198,-0.047759260982275,2.02567172050476
00:00:01.6120019,ElbowRight,Tracked,-0.143142595887184,-0.0223376452922821,2.04659509658813
00:00:01.6488047,ElbowLeft,Tracked,-0.458111584186554,-0.0481321178376675,2.02461743354797
00:00:01.6489509,ElbowRight,Tracked,-0.143063604831696,-0.0273148976266384,2.0451922416687
00:00:01.6799684,ElbowLeft,Tracked,-0.457731813192368,-0.0478659942746162,2.02346515655518
00:00:01.6801121,ElbowRight,Tracked,-0.142400994896889,-0.0295151248574257,2.04511070251465
00:00:01.7123503,ElbowLeft,Tracked,-0.457455158233643,-0.0482614599168301,2.02283763885498
00:00:01.7124882,ElbowRight,Tracked,-0.141639843583107,-0.0317447185516357,2.04491710662842
00:00:01.7437745,ElbowLeft,Tracked,-0.456517696380615,-0.0484099574387074,2.01944017410278
00:00:01.7439143,ElbowRight,Tracked,-0.140873491764069,-0.0333730578422546,2.04290127754211
00:00:01.7803553,ElbowLeft,Tracked,-0.456298887729645,-0.0486467406153679,2.01864075660706
00:00:01.7804246,ElbowRight,Tracked,-0.140332400798798,-0.0348454043269157,2.0421998500824
00:00:01.8132612,ElbowLeft,Tracked,-0.456364154815674,-0.0492542944848537,2.01711678504944
00:00:01.8133324,ElbowRight,Tracked,-0.14040695130825,-0.0341442115604877,2.03942918777466
00:00:01.8523655,ElbowLeft,Tracked,-0.457277715206146,-0.0471871234476566,2.01308465003967
00:00:01.8524316,ElbowRight,Tracked,-0.139833435416222,-0.0348825566470623,2.0388023853302
00:00:01.8831604,ElbowLeft,Tracked,-0.457224249839783,-0.0478776171803474,2.01144123077393
00:00:01.8832765,ElbowRight,Tracked,-0.139550626277924,-0.0350440256297588,2.03581523895264
00:00:01.9179972,ElbowLeft,Tracked,-0.465337812900543,-0.0516987033188343,2.00233221054077
00:00:01.9181421,ElbowRight,Tracked,-0.139755353331566,-0.0351454876363277,2.03250575065613
00:00:01.9567602,ElbowLeft,Tracked,-0.466964483261108,-0.05477000400424,2.00091743469238
00:00:01.9569000,ElbowRight,Tracked,-0.139806598424911,-0.0357202365994453,2.03003430366516
00:00:01.9832708,ElbowLeft,Tracked,-0.464231669902802,-0.0557430535554886,1.99635803699493
00:00:01.9833677,ElbowRight,Tracked,-0.139758884906769,-0.036092784255743,2.02808165550232
00:00:02.0149606,ElbowLeft,Tracked,-0.463258504867554,-0.056014396250248,1.99572443962097
00:00:02.0150998,ElbowRight,Tracked,-0.139029994606972,-0.0365999452769756,2.02594709396362
00:00:02.0509493,ElbowLeft,Tracked,-0.461932599544525,-0.0554909259080887,1.99212920665741
00:00:02.0510808,ElbowRight,Tracked,-0.138854026794434,-0.036044891923666,2.02267217636108
00:00:02.0867899,ElbowLeft,Tracked,-0.460818469524384,-0.0554256327450275,1.99103772640228
00:00:02.0869253,ElbowRight,Tracked,-0.138767585158348,-0.0361929275095463,2.01890277862549
00:00:02.1152737,ElbowLeft,Tracked,-0.462167233228683,-0.0567927286028862,1.98920178413391
00:00:02.1154308,ElbowRight,Tracked,-0.13672848045826,-0.0386684611439705,2.01465845108032
00:00:02.1499115,ElbowLeft,Tracked,-0.463294327259064,-0.0575439520180225,1.98822295665741
00:00:02.1500385,ElbowRight,Tracked,-0.136379644274712,-0.0394406206905842,2.01311111450195
00:00:02.1840940,ElbowLeft,Tracked,-0.465280264616013,-0.0666440427303314,1.98068225383759
00:00:02.1842229,ElbowRight,Tracked,-0.12920954823494,-0.0442549660801888,2.01211285591125
00:00:02.2223996,ElbowLeft,Tracked,-0.46447217464447,-0.0666489526629448,1.97965240478516
00:00:02.2224715,ElbowRight,Tracked,-0.130406871438026,-0.0462238490581512,2.00673890113831
00:00:02.2511323,ElbowLeft,Tracked,-0.459131479263306,-0.0624034404754639,1.97625553607941
00:00:02.2511990,ElbowRight,Tracked,-0.130432784557343,-0.0456640459597111,2.00531005859375
00:00:02.2854270,ElbowLeft,Tracked,-0.462968975305557,-0.0697411224246025,1.97205758094788
00:00:02.2855443,ElbowRight,Tracked,-0.12994147837162,-0.0465859472751617,2.0034294128418
00:00:02.3135194,ElbowLeft,Tracked,-0.467997670173645,-0.0739643350243568,1.96764266490936
00:00:02.3137446,ElbowRight,Tracked,-0.129576697945595,-0.0472881570458412,2.00190424919128
00:00:02.3514261,ElbowLeft,Tracked,-0.469754010438919,-0.0743036419153214,1.96656453609467
00:00:02.3515615,ElbowRight,Tracked,-0.12541426718235,-0.0506551042199135,2.00205183029175
00:00:02.3860864,ElbowLeft,Tracked,-0.46954870223999,-0.073475569486618,1.96589744091034
00:00:02.3863090,ElbowRight,Tracked,-0.125579357147217,-0.0508194714784622,1.99580633640289
00:00:02.4178191,ElbowLeft,Tracked,-0.472085058689117,-0.0752522200345993,1.96164608001709
00:00:02.4179699,ElbowRight,Tracked,-0.126962229609489,-0.0488815978169441,1.99015522003174
00:00:02.4574347,ElbowLeft,Tracked,-0.476405024528503,-0.0791089981794357,1.95920836925507
00:00:02.4575809,ElbowRight,Tracked,-0.127919971942902,-0.0496633723378181,1.9855021238327
00:00:02.4827349,ElbowLeft,Tracked,-0.477383673191071,-0.0810705497860909,1.95417737960815
00:00:02.4829100,ElbowRight,Tracked,-0.128546684980392,-0.0493772067129612,1.9817875623703
00:00:02.5141309,ElbowLeft,Tracked,-0.47627580165863,-0.0819570943713188,1.94940865039825
00:00:02.5142598,ElbowRight,Tracked,-0.129815012216568,-0.0484382100403309,1.97854673862457
00:00:02.5518554,ElbowLeft,Tracked,-0.481969356536865,-0.0827758684754372,1.94440650939941
00:00:02.5519747,ElbowRight,Tracked,-0.12993049621582,-0.0486086755990982,1.97758781909943
00:00:02.5826086,ElbowLeft,Tracked,-0.480925589799881,-0.0820750519633293,1.94056904315948
00:00:02.5828075,ElbowRight,Tracked,-0.130185216665268,-0.0487214960157871,1.97596955299377
00:00:02.6222517,ElbowLeft,Tracked,-0.481329709291458,-0.0845161601901054,1.93617606163025
00:00:02.6223229,ElbowRight,Tracked,-0.130096316337585,-0.0502439960837364,1.97569406032562
00:00:02.6575118,ElbowLeft,Tracked,-0.481711268424988,-0.0849168822169304,1.93307888507843
00:00:02.6575977,ElbowRight,Tracked,-0.130012348294258,-0.0511843636631966,1.9747953414917
00:00:02.6819371,ElbowLeft,Tracked,-0.483264476060867,-0.0879633650183678,1.92960631847382
00:00:02.6820583,ElbowRight,Tracked,-0.130758553743362,-0.0521992892026901,1.97227120399475
00:00:02.7318171,ElbowLeft,Tracked,-0.48433792591095,-0.0870480686426163,1.92702376842499
00:00:02.7319390,ElbowRight,Tracked,-0.131593614816666,-0.0545767955482006,1.9697437286377
00:00:02.7971306,ElbowLeft,Tracked,-0.487300336360931,-0.089964747428894,1.92532980442047
00:00:02.7972506,ElbowRight,Tracked,-0.131814107298851,-0.0558687001466751,1.96629416942596
00:00:02.8348776,ElbowLeft,Tracked,-0.490872859954834,-0.0942885726690292,1.92119204998016
00:00:02.8350264,ElbowRight,Tracked,-0.131735891103745,-0.056429386138916,1.9655681848526
00:00:02.8658547,ElbowLeft,Tracked,-0.490807771682739,-0.0943759307265282,1.92035412788391
00:00:02.8659964,ElbowRight,Tracked,-0.131476551294327,-0.0565087124705315,1.96128869056702
00:00:02.9211044,ElbowLeft,Tracked,-0.487581014633179,-0.0922905132174492,1.91078686714172
00:00:02.9213109,ElbowRight,Tracked,-0.130714312195778,-0.0567017868161201,1.95608675479889
00:00:02.9519903,ElbowLeft,Tracked,-0.487957328557968,-0.0948279201984406,1.91149687767029
00:00:02.9521154,ElbowRight,Tracked,-0.129265606403351,-0.0607844367623329,1.94758069515228
00:00:02.9852439,ElbowLeft,Tracked,-0.487120032310486,-0.0923870503902435,1.90444338321686
00:00:02.9853613,ElbowRight,Tracked,-0.127334922552109,-0.0511046871542931,1.9369500875473
00:00:03.0180460,ElbowLeft,Tracked,-0.483079969882965,-0.0864459127187729,1.90319669246674
00:00:03.0181807,ElbowRight,Tracked,-0.126779153943062,-0.0575891584157944,1.93536400794983
00:00:03.0496510,ElbowLeft,Tracked,-0.457728952169418,-0.0552145093679428,1.87760317325592
00:00:03.0497742,ElbowRight,Tracked,-0.126103073358536,-0.0483139678835869,1.92548143863678
00:00:03.0806563,ElbowLeft,Tracked,-0.457363992929459,-0.0501928143203259,1.87623918056488
