Time,JointType,TrackingState,Position.X,Position.Y,Position.Z
00:00:03.0807872,ElbowRight,Tracked,-0.126115679740906,-0.0482816845178604,1.92563498020172
00:00:03.1171737,ElbowLeft,Tracked,-0.464179754257202,-0.0316551625728607,1.86846899986267
00:00:03.1172795,ElbowRight,Tracked,-0.126486122608185,-0.0474235936999321,1.92863917350769
00:00:03.1496402,ElbowLeft,Tracked,-0.460044324398041,-0.0177960693836212,1.86209511756897
00:00:03.1498050,ElbowRight,Tracked,-0.128641605377197,-0.0448175109922886,1.93586230278015
00:00:03.1802375,ElbowLeft,Tracked,-0.455571413040161,-0.00308631104417145,1.85553550720215
00:00:03.1803498,ElbowRight,Tracked,-0.119656786322594,0.0171184539794922,1.89629101753235
00:00:03.2170698,ElbowLeft,Tracked,-0.454852968454361,0.00941027794033289,1.85277342796326
00:00:03.2171384,ElbowRight,Tracked,-0.120547451078892,0.0209910459816456,1.89700818061829
00:00:03.2433636,ElbowLeft,Tracked,-0.453353375196457,0.0174425672739744,1.85250282287598
00:00:03.2434938,ElbowRight,Tracked,-0.12121456861496,0.0331777296960354,1.89321660995483
00:00:03.2769764,ElbowLeft,Tracked,-0.451359152793884,0.0244402810931206,1.85272657871246
00:00:03.2770483,ElbowRight,Tracked,-0.118245348334312,0.0542885772883892,1.88221716880798
00:00:03.3138555,ElbowLeft,Tracked,-0.44670233130455,0.0640024691820145,1.82560360431671
00:00:03.3139319,ElbowRight,Tracked,-0.118497595191002,0.060910202562809,1.88015294075012
00:00:03.3463131,ElbowLeft,Tracked,-0.445359408855438,0.0694980546832085,1.82355558872223
00:00:03.3463785,ElbowRight,Tracked,-0.114360064268112,0.0815354809165001,1.86539614200592
00:00:03.3778373,ElbowLeft,Tracked,-0.444096028804779,0.0689181089401245,1.82417106628418
00:00:03.3779028,ElbowRight,Tracked,-0.111390359699726,0.102592960000038,1.86078119277954
00:00:03.4133219,ElbowLeft,Tracked,-0.443107038736343,0.0700565725564957,1.82418286800385
00:00:03.4133873,ElbowRight,Tracked,-0.111563004553318,0.106849893927574,1.85968577861786
00:00:03.4463536,ElbowLeft,Tracked,-0.442498624324799,0.0908541530370712,1.81357431411743
00:00:03.4464761,ElbowRight,Tracked,-0.111390791833401,0.11914973706007,1.85265648365021
00:00:03.4786970,ElbowLeft,Tracked,-0.441208600997925,0.0947604328393936,1.81119024753571
00:00:03.4790209,ElbowRight,Tracked,-0.111084878444672,0.122617550194263,1.85155236721039
00:00:03.5139346,ElbowLeft,Tracked,-0.439848244190216,0.0985114946961403,1.80896174907684
00:00:03.5140032,ElbowRight,Tracked,-0.110123351216316,0.127187192440033,1.84936439990997
00:00:03.5469348,ElbowLeft,Tracked,-0.438749223947525,0.102132312953472,1.80751419067383
00:00:03.5470150,ElbowRight,Tracked,-0.110016018152237,0.128949910402298,1.84791707992554
00:00:03.5788734,ElbowLeft,Tracked,-0.437738656997681,0.105793662369251,1.80558717250824
00:00:03.5789568,ElbowRight,Tracked,-0.109588667750359,0.133940950036049,1.84265685081482
00:00:03.6138102,ElbowLeft,Tracked,-0.436501324176788,0.111117728054523,1.8021377325058
00:00:03.6138865,ElbowRight,Tracked,-0.108844257891178,0.141078174114227,1.8373920917511
00:00:03.6462338,ElbowLeft,Tracked,-0.434516727924347,0.114751093089581,1.79965841770172
00:00:03.6462973,ElbowRight,Tracked,-0.108298197388649,0.142897874116898,1.83598375320435
00:00:03.6801981,ElbowLeft,Tracked,-0.432310402393341,0.123567372560501,1.79344046115875
00:00:03.6802648,ElbowRight,Tracked,-0.106813013553619,0.145925149321556,1.8334881067276
00:00:03.7144754,ElbowLeft,Tracked,-0.431782484054565,0.123703449964523,1.79351317882538
00:00:03.7145601,ElbowRight,Tracked,-0.107139475643635,0.136305809020996,1.79898869991302
00:00:03.7472524,ElbowLeft,Tracked,-0.430892407894135,0.126714050769806,1.792156457901
00:00:03.7473185,ElbowRight,Tracked,-0.105358779430389,0.149795860052109,1.83025538921356
00:00:03.7811661,ElbowLeft,Tracked,-0.43034416437149,0.127596378326416,1.79202079772949
00:00:03.7812309,ElbowRight,Tracked,-0.104605875909328,0.143672585487366,1.7974169254303
00:00:03.8136134,ElbowLeft,Tracked,-0.429754614830017,0.12836217880249,1.79194331169128
00:00:03.8136763,ElbowRight,Tracked,-0.100420713424683,0.166234254837036,1.82598400115967
00:00:03.8484629,ElbowLeft,Tracked,-0.428888857364655,0.134074524044991,1.790398478508
00:00:03.8485284,ElbowRight,Tracked,-0.102361634373665,0.152597904205322,1.79702734947205
00:00:03.8821322,ElbowLeft,Tracked,-0.429496645927429,0.139510542154312,1.78918826580048
00:00:03.8822047,ElbowRight,Tracked,-0.0999869629740715,0.167326644062996,1.8261307477951
00:00:03.9143922,ElbowLeft,Tracked,-0.427698016166687,0.143382146954536,1.78742480278015
00:00:03.9144576,ElbowRight,Tracked,-0.100157551467419,0.177232772111893,1.82509636878967
00:00:03.9484219,ElbowLeft,Tracked,-0.427214562892914,0.153512045741081,1.78305268287659
00:00:03.9484861,ElbowRight,Tracked,-0.0961886495351791,0.190250188112259,1.82510447502136
00:00:03.9827096,ElbowLeft,Tracked,-0.425543338060379,0.158382326364517,1.78088641166687
00:00:03.9827821,ElbowRight,Tracked,-0.095602422952652,0.200405046343803,1.82272899150848
00:00:04.0153685,ElbowLeft,Tracked,-0.425104022026062,0.175346106290817,1.77248132228851
00:00:04.0154397,ElbowRight,Tracked,-0.0938033387064934,0.213202476501465,1.82204341888428
00:00:04.0473328,ElbowLeft,Tracked,-0.437298357486725,0.179744407534599,1.77807581424713
00:00:04.0473963,ElbowRight,Tracked,-0.0909044742584229,0.220751732587814,1.82326066493988
00:00:04.0822548,ElbowLeft,Tracked,-0.436970412731171,0.183947175741196,1.77622735500336
00:00:04.0823254,ElbowRight,Tracked,-0.0890761986374855,0.225638568401337,1.82449579238892
00:00:04.1147445,ElbowLeft,Tracked,-0.416366040706635,0.189098760485649,1.75482618808746
00:00:04.1148202,ElbowRight,Tracked,-0.0892286971211433,0.232930719852448,1.82179689407349
00:00:04.1471828,ElbowLeft,Tracked,-0.414607346057892,0.19236809015274,1.75364947319031
00:00:04.1472752,ElbowRight,Tracked,-0.0902967602014542,0.23540398478508,1.82066965103149
00:00:04.1826180,ElbowLeft,Tracked,-0.414963483810425,0.19505387544632,1.75235760211945
00:00:04.1826879,ElbowRight,Tracked,-0.0895197466015816,0.238178908824921,1.82033920288086
00:00:04.2150697,ElbowLeft,Tracked,-0.415251195430756,0.197439014911652,1.75118911266327
00:00:04.2151320,ElbowRight,Tracked,-0.0895883589982986,0.239978805184364,1.81891357898712
00:00:04.2469757,ElbowLeft,Tracked,-0.415298938751221,0.199297249317169,1.75106036663055
00:00:04.2470597,ElbowRight,Tracked,-0.0901955738663673,0.242378652095795,1.81603693962097
00:00:04.2836116,ElbowLeft,Tracked,-0.414737284183502,0.200435638427734,1.74993419647217
00:00:04.2836713,ElbowRight,Tracked,-0.0903259515762329,0.243580996990204,1.81474804878235
00:00:04.3149531,ElbowLeft,Tracked,-0.414810538291931,0.202254474163055,1.7494900226593
00:00:04.3150275,ElbowRight,Tracked,-0.0893042087554932,0.245893403887749,1.81308579444885
00:00:04.3466813,ElbowLeft,Tracked,-0.41232693195343,0.202667623758316,1.74611532688141
00:00:04.3467416,ElbowRight,Tracked,-0.08975949883461,0.247001081705093,1.81171870231628
00:00:04.3819478,ElbowLeft,Tracked,-0.412036836147308,0.203908070921898,1.74572706222534
00:00:04.3820222,ElbowRight,Tracked,-0.0888189673423767,0.249043121933937,1.81023895740509
00:00:04.4151757,ElbowLeft,Tracked,-0.411453872919083,0.205088630318642,1.74552524089813
00:00:04.4152546,ElbowRight,Tracked,-0.0887048244476318,0.249648660421371,1.80990076065063
00:00:04.4473709,ElbowLeft,Tracked,-0.409894376993179,0.205666333436966,1.74287867546082
00:00:04.4474370,ElbowRight,Tracked,-0.0888471379876137,0.251172840595245,1.80855822563171
00:00:04.4830184,ElbowLeft,Tracked,-0.409435719251633,0.206647425889969,1.74182784557343
00:00:04.4830787,ElbowRight,Tracked,-0.08894994109869,0.251899302005768,1.80811059474945
00:00:04.5153086,ElbowLeft,Tracked,-0.432481825351715,0.214552953839302,1.77218544483185
00:00:04.5153862,ElbowRight,Tracked,-0.0869373679161072,0.251981168985367,1.81040275096893
00:00:04.5474172,ElbowLeft,Tracked,-0.431916236877441,0.215231835842133,1.77051520347595
00:00:04.5474852,ElbowRight,Tracked,-0.0866003185510635,0.253929644823074,1.80920588970184
00:00:04.5819165,ElbowLeft,Tracked,-0.43167170882225,0.216524198651314,1.77072763442993
00:00:04.5819857,ElbowRight,Tracked,-0.0866295471787453,0.254052191972733,1.80924236774445
00:00:04.6143124,ElbowLeft,Tracked,-0.430972546339035,0.21791784465313,1.76941454410553
00:00:04.6143760,ElbowRight,Tracked,-0.086668998003006,0.255113214254379,1.80874919891357
00:00:04.6468367,ElbowLeft,Tracked,-0.405363887548447,0.212186962366104,1.73101651668549
00:00:04.6469496,ElbowRight,Tracked,-0.0866748169064522,0.25574991106987,1.80892038345337
00:00:04.6830186,ElbowLeft,Tracked,-0.431995302438736,0.220561340451241,1.76773595809937
00:00:04.6831314,ElbowRight,Tracked,-0.0862874984741211,0.257659196853638,1.80991804599762
00:00:04.7183325,ElbowLeft,Tracked,-0.432848155498505,0.222748011350632,1.76724123954773
00:00:04.7184492,ElbowRight,Tracked,-0.0856649130582809,0.256775349378586,1.813645362854
00:00:04.7470209,ElbowLeft,Tracked,-0.428788095712662,0.235640197992325,1.76237297058105
00:00:04.7471389,ElbowRight,Tracked,-0.0841679200530052,0.263021677732468,1.81068253517151
00:00:04.7863208,ElbowLeft,Tracked,-0.427923828363419,0.240296483039856,1.75955748558044
00:00:04.7863972,ElbowRight,Tracked,-0.0838221237063408,0.263799399137497,1.81066060066223
00:00:04.8148232,ElbowLeft,Tracked,-0.425293117761612,0.242924451828003,1.75401663780212
