Time,JointType,TrackingState,Position.X,Position.Y,Position.Z,
00:05.4,ElbowRight,Tracked,0.109095305,-0.018880162,1.30950892,0.39095042
00:05.4,ElbowLeft,Tracked,-0.27156648,0.048160505,1.252937078,0.39063822
00:05.4,ElbowRight,Tracked,0.108779073,-0.019321699,1.310770392,0.390590937
00:05.4,ElbowLeft,Tracked,-0.271988422,0.048066426,1.254971147,0.390689903
00:05.4,ElbowRight,Tracked,0.108501621,-0.019562805,1.311642408,0.39058676
00:05.5,ElbowLeft,Tracked,-0.272327244,0.048427641,1.255920768,0.390842969
00:05.5,ElbowRight,Tracked,0.108347416,-0.019598536,1.312073231,0.390760613
00:05.5,ElbowLeft,Tracked,-0.27273199,0.049384199,1.256952763,0.39117566
00:05.5,ElbowRight,Tracked,0.108204022,-0.019354938,1.312306285,0.391025992
00:05.5,ElbowLeft,Tracked,-0.272742242,0.050602123,1.257708669,0.391145684
00:05.5,ElbowRight,Tracked,0.108766459,-0.018660601,1.312935114,0.391658236
00:05.6,ElbowLeft,Tracked,-0.272739738,0.051639184,1.258016229,0.391797297
00:05.6,ElbowRight,Tracked,0.108671874,-0.018547377,1.312960267,0.39168842
00:05.6,ElbowLeft,Tracked,-0.272612333,0.052398637,1.258437157,0.391642379
00:05.6,ElbowRight,Tracked,0.108917177,-0.018068517,1.313115835,0.391816468
00:05.6,ElbowLeft,Tracked,-0.272618085,0.05319659,1.258477807,0.391960694
00:05.6,ElbowRight,Tracked,0.108833559,-0.018125208,1.313133836,0.391892124
00:05.7,ElbowLeft,Tracked,-0.272615463,0.053449426,1.25849545,0.391933205
00:05.7,ElbowRight,Tracked,0.10880436,-0.018114815,1.313140512,0.39190382
00:05.7,ElbowLeft,Tracked,-0.272675574,0.053593792,1.258572221,0.391978013
00:05.7,ElbowRight,Tracked,0.108967267,-0.017978696,1.313379765,0.392145057
00:05.7,ElbowLeft,Tracked,-0.272770405,0.053654566,1.258893251,0.392203716
00:05.7,ElbowRight,Tracked,0.109114587,-0.017834673,1.313520789,0.392340447
00:05.8,ElbowLeft,Tracked,-0.272822022,0.05378139,1.258971334,0.392402953
00:05.8,ElbowRight,Tracked,0.108916394,-0.017982464,1.313514233,0.39223615
00:05.8,ElbowLeft,Tracked,-0.27283147,0.053808957,1.259047508,0.392239804
00:05.8,ElbowRight,Tracked,0.109037235,-0.017824978,1.313701272,0.392354639
00:05.8,ElbowLeft,Tracked,-0.27282241,0.054211136,1.259146929,0.392405615
00:05.8,ElbowRight,Tracked,0.10934896,-0.017420013,1.314278245,0.392715469
00:05.9,ElbowLeft,Tracked,-0.272654742,0.054803476,1.259251595,0.392646142
00:05.9,ElbowRight,Tracked,0.109513335,-0.017275639,1.314488411,0.392809042
00:05.9,ElbowLeft,Tracked,-0.272477418,0.05518895,1.259308577,0.39269946
00:05.9,ElbowRight,Tracked,0.109556749,-0.017237309,1.314568877,0.392745935
00:05.9,ElbowLeft,Tracked,-0.272404104,0.055531286,1.259288192,0.392740775
00:05.9,ElbowRight,Tracked,0.109563373,-0.016868683,1.314605951,0.392684306
00:06.0,ElbowLeft,Tracked,-0.272368968,0.05567272,1.259262323,0.392679876
00:06.0,ElbowRight,Tracked,0.109244645,-0.017084321,1.314717412,0.392425538
00:06.0,ElbowLeft,Tracked,-0.272362739,0.055788744,1.259226084,0.392446132
00:06.0,ElbowRight,Tracked,0.108992532,-0.017238267,1.314756393,0.392235136
00:06.0,ElbowLeft,Tracked,-0.272369653,0.05595798,1.259146929,0.392284615
00:06.0,ElbowRight,Tracked,0.108946025,-0.01723435,1.31479311,0.39224388
00:06.1,ElbowLeft,Tracked,-0.272436023,0.055958468,1.259039283,0.392323775
00:06.1,ElbowRight,Tracked,0.108725511,-0.017288119,1.314642191,0.392098024
00:06.1,ElbowLeft,Tracked,-0.272609293,0.055448841,1.258902431,0.392191049
00:06.1,ElbowRight,Tracked,0.108603045,-0.017388938,1.314584136,0.392082442
00:06.1,ElbowLeft,Tracked,-0.272612751,0.055000946,1.258720636,0.392028709
00:06.1,ElbowRight,Tracked,0.108861007,-0.017095666,1.31469965,0.392242016
00:06.2,ElbowLeft,Tracked,-0.272706836,0.054465007,1.258537292,0.392261596
00:06.2,ElbowRight,Tracked,0.10876701,-0.017206587,1.314721704,0.392193576
00:06.2,ElbowLeft,Tracked,-0.272993624,0.053813968,1.258247495,0.392395766
00:06.2,ElbowRight,Tracked,0.108637176,-0.017559256,1.314582348,0.392313422
00:06.2,ElbowLeft,Tracked,-0.273161948,0.053594369,1.258080602,0.392461281
00:06.2,ElbowRight,Tracked,0.108532272,-0.017764252,1.314558983,0.392393091
00:06.3,ElbowLeft,Tracked,-0.273359984,0.05328586,1.257846832,0.392563475
00:06.3,ElbowRight,Tracked,0.108473212,-0.01784084,1.314455748,0.392504988
00:06.3,ElbowLeft,Tracked,-0.273460031,0.052932646,1.257543802,0.392582294
00:06.3,ElbowRight,Tracked,0.108403988,-0.017909916,1.314228535,0.39249453
00:06.3,ElbowLeft,Tracked,-0.273425072,0.052617226,1.256864071,0.392502473
00:06.3,ElbowRight,Tracked,0.108307198,-0.017969424,1.314008951,0.392386975
00:06.4,ElbowLeft,Tracked,-0.273434073,0.052263018,1.255777001,0.392491979
00:06.4,ElbowRight,Tracked,0.108181611,-0.017863449,1.313428402,0.392265134
00:06.4,ElbowLeft,Tracked,-0.27219069,0.052388564,1.252986431,0.391499252
00:06.4,ElbowRight,Tracked,0.108110979,-0.017539328,1.312633395,0.391250597
00:06.4,ElbowLeft,Tracked,-0.271278799,0.051887609,1.249278903,0.390858663
00:06.4,ElbowRight,Tracked,0.107857466,-0.016993117,1.311364055,0.390311962
00:06.5,ElbowLeft,Tracked,-0.270477504,0.051864535,1.245357633,0.390173773
00:06.5,ElbowRight,Tracked,0.108830571,-0.015276411,1.309216261,0.390461837
00:06.5,ElbowLeft,Tracked,-0.269337028,0.050602943,1.240957141,0.389884765
00:06.5,ElbowRight,Tracked,0.110551462,-0.011349089,1.30481708,0.390168439
00:06.5,ElbowLeft,Tracked,-0.266869873,0.047332764,1.233839035,0.388494925
00:06.5,ElbowRight,Tracked,0.110805973,-0.010779711,1.300068736,0.387817583
00:06.6,ElbowLeft,Tracked,-0.26465404,0.042660836,1.225803018,0.386447294
00:06.6,ElbowRight,Tracked,0.110823527,-0.009878723,1.29161799,0.38480569
00:06.6,ElbowLeft,Tracked,-0.262337148,0.037804581,1.219205022,0.383100803
00:06.6,ElbowRight,Tracked,0.110969223,-0.009664826,1.282737136,0.381637683
00:06.6,ElbowLeft,Tracked,-0.261437327,0.033107564,1.211390257,0.381584188
00:06.6,ElbowRight,Tracked,0.110697284,-0.010187823,1.270885468,0.379339346
00:06.7,ElbowLeft,Tracked,-0.260517895,0.029422777,1.204161763,0.379238397
00:06.7,ElbowRight,Tracked,0.11022678,-0.011823135,1.261647463,0.377435352
00:06.7,ElbowLeft,Tracked,-0.258686185,0.02189922,1.201181412,0.375353322
00:06.7,ElbowRight,Tracked,0.112326704,-0.010388328,1.247543335,0.375289858
00:06.7,ElbowLeft,Tracked,-0.257016182,0.016856132,1.195755363,0.373949759
00:06.7,ElbowRight,Tracked,0.112710252,-0.012236923,1.234912157,0.372930686
00:06.8,ElbowLeft,Tracked,-0.255668014,0.011966965,1.186913848,0.372279751
00:06.8,ElbowRight,Tracked,0.113499641,-0.014771361,1.223351955,0.37192396
00:06.8,ElbowLeft,Tracked,-0.253422558,0.009767578,1.176816463,0.370674537
00:06.8,ElbowRight,Tracked,0.112722203,-0.017386273,1.210519791,0.368693955
00:06.8,ElbowLeft,Tracked,-0.250202715,0.009226896,1.159904718,0.367402562
00:06.8,ElbowRight,Tracked,0.113601424,-0.020164575,1.200682521,0.367260316
00:06.9,ElbowLeft,Tracked,-0.24786517,0.009799242,1.146194816,0.366776279
00:06.9,ElbowRight,Tracked,0.11597456,-0.02429314,1.189201236,0.367955422
00:06.9,ElbowLeft,Tracked,-0.244199514,0.008950176,1.130873084,0.36637775
00:06.9,ElbowRight,Tracked,0.119694121,-0.023857025,1.171338677,0.367603529
00:06.9,ElbowLeft,Tracked,-0.240915328,0.005980153,1.120697498,0.365368254
00:06.9,ElbowRight,Tracked,0.123394184,-0.025163619,1.15925169,0.367665311
00:07.0,ElbowLeft,Tracked,-0.236978024,0.006418924,1.107172608,0.36548299
00:07.0,ElbowRight,Tracked,0.126621649,-0.023461059,1.147527575,0.367050485
00:07.0,ElbowLeft,Tracked,-0.217306137,0.007561332,1.082898259,0.351319881
00:07.0,ElbowRight,Tracked,0.131197602,-0.021881871,1.134331346,0.353506889
00:07.0,ElbowLeft,Tracked,-0.221541375,0.009596849,1.071976542,0.359588399
00:07.0,ElbowRight,Tracked,0.136146635,-0.021533582,1.121137857,0.362390192
00:07.1,ElbowLeft,Tracked,-0.214325339,0.012496103,1.058413148,0.357663267
00:07.1,ElbowRight,Tracked,0.141738221,-0.015563414,1.10918057,0.360757434
00:07.1,ElbowLeft,Tracked,-0.210529149,0.017508235,1.043928981,0.359782995
00:07.1,ElbowRight,Tracked,0.145677075,-0.008877471,1.097669482,0.361202326
00:07.1,ElbowLeft,Tracked,-0.210245982,0.023081362,1.034640312,0.362870866
00:07.1,ElbowRight,Tracked,0.151167706,0.008469443,1.083874822,0.365044379
00:07.2,ElbowLeft,Tracked,-0.216560811,0.032577887,1.027572632,0.372794066
00:07.2,ElbowRight,Tracked,0.152070642,0.017124737,1.07571578,0.372082935
00:07.2,ElbowLeft,Tracked,-0.219688833,0.045112025,1.020170212,0.376926658
00:07.2,ElbowRight,Tracked,0.155609772,0.033193853,1.066952705,0.378390918
00:07.2,ElbowLeft,Tracked,-0.213271216,0.060083438,1.011475682,0.373997236
00:07.2,ElbowRight,Tracked,0.153227597,0.047738407,1.057764649,0.369616623
00:07.3,ElbowLeft,Tracked,-0.216495365,0.074294046,1.00676167,0.374167843
00:07.3,ElbowRight,Tracked,0.154465556,0.076265931,1.04819715,0.37327308
00:07.3,ElbowLeft,Tracked,-0.218283445,0.107231729,1.00109005,0.376987768
00:07.3,ElbowRight,Tracked,0.154345363,0.088946588,1.042697787,0.375390169
00:07.3,ElbowLeft,Tracked,-0.217966184,0.1207726,0.99817723,0.376312189
00:07.3,ElbowRight,Tracked,0.154477611,0.099935532,1.037188411,0.375060577
00:07.4,ElbowLeft,Tracked,-0.215644598,0.143948227,0.996126652,0.374984847
00:07.4,ElbowRight,Tracked,0.156185001,0.145587847,1.033719063,0.373728683
00:07.4,ElbowLeft,Tracked,-0.213433802,0.165562287,0.992387474,0.372458505
00:07.4,ElbowRight,Tracked,0.15497978,0.148667604,1.031331897,0.370851272
00:07.4,ElbowLeft,Tracked,-0.213336885,0.177356124,0.990516365,0.371680111
00:07.4,ElbowRight,Tracked,0.153471231,0.150111914,1.029035687,0.369829933
00:07.5,ElbowLeft,Tracked,-0.214182392,0.191592455,0.986402094,0.372434484
00:07.5,ElbowRight,Tracked,0.155639857,0.177580357,1.022214293,0.371816283
00:07.5,ElbowLeft,Tracked,-0.216037929,0.196852848,0.977949262,0.374800212
00:07.5,ElbowRight,Tracked,0.15622288,0.194235191,1.021449327,0.374802905
00:07.5,ElbowLeft,Tracked,-0.211414441,0.211383849,0.9746328,0.371002781
00:07.5,ElbowRight,Tracked,0.166224211,0.194692194,1.023825884,0.381194862
00:07.6,ElbowLeft,Tracked,-0.207605571,0.220825523,0.971145988,0.378426781
00:07.6,ElbowRight,Tracked,0.181263089,0.200869352,1.021601915,0.392635816
00:07.6,ElbowLeft,Tracked,-0.204828158,0.214773312,0.964033842,0.390607033
00:07.6,ElbowRight,Inferred,0.176544607,0.200129807,1.024427414,0.386402642
00:07.6,ElbowLeft,Inferred,-0.21643889,0.21643348,0.95772028,0.39893819
00:07.6,ElbowRight,Inferred,0.180844426,0.206003204,1.019731879,0.402229116
00:07.7,ElbowLeft,Tracked,-0.229152083,0.341435075,0.968797803,0.434779495
00:07.7,ElbowRight,Inferred,0.191440359,0.243443966,0.936663926,0.433050627
00:07.7,ElbowLeft,Tracked,-0.225097984,0.325123221,0.981796801,0.426863758
00:07.7,ElbowRight,Inferred,0.189710647,0.252548873,0.932715595,0.423960141
00:07.7,ElbowLeft,Tracked,-0.230564669,0.346452951,0.976800621,0.432888908
00:07.7,ElbowRight,Tracked,0.124227457,0.329406619,0.916497111,0.360283976
00:07.8,ElbowLeft,Tracked,-0.2256677,0.341658592,0.979343474,0.355705492
00:07.8,ElbowRight,Tracked,0.116746649,0.327950299,0.915413022,0.348600927
00:07.8,ElbowLeft,Tracked,-0.224314645,0.347460985,0.979359031,0.347552248
00:07.8,ElbowRight,Tracked,0.111434668,0.335651368,0.916461706,0.341794005
00:07.8,ElbowLeft,Tracked,-0.223983616,0.35231936,0.979722202,0.341738405
00:07.8,ElbowRight,Tracked,0.103650495,0.341519684,0.917888403,0.333592809
00:07.9,ElbowLeft,Tracked,-0.225558579,0.361283064,0.979718208,0.335547509
00:07.9,ElbowRight,Tracked,0.10386467,0.343075097,0.916832626,0.335865752
00:07.9,ElbowLeft,Tracked,-0.226180404,0.365539074,0.98036921,0.336854982
00:07.9,ElbowRight,Tracked,0.115260839,0.34789142,0.911426604,0.348778792
00:07.9,ElbowLeft,Tracked,-0.227606326,0.370608658,0.981207311,0.350632733
00:07.9,ElbowRight,Tracked,0.119346552,0.352943659,0.911280036,0.354370111
00:08.0,ElbowLeft,Tracked,-0.228965849,0.373098344,0.982469141,0.356083738
00:08.0,ElbowRight,Tracked,0.144136921,0.362217844,0.912437022,0.379774353
00:08.0,ElbowLeft,Tracked,-0.238752276,0.387919903,0.986716747,0.39087365
00:08.0,ElbowRight,Tracked,0.146160036,0.37048018,0.915894032,0.391762031
00:08.0,ElbowLeft,Tracked,-0.239768162,0.390396863,0.987508237,0.393021429
00:08.0,ElbowRight,Inferred,0.217102826,0.413155198,1.061104298,0.463319999
00:08.1,ElbowLeft,Tracked,-0.240037024,0.392358243,0.987855911,0.463437894
00:08.1,ElbowRight,Inferred,0.217011303,0.413314909,1.060935497,0.463328157
00:08.1,ElbowLeft,Tracked,-0.240128815,0.392813951,0.987855792,0.463398338
00:08.1,ElbowRight,Inferred,0.217760026,0.413668454,1.061149955,0.464186531
00:08.1,ElbowLeft,Tracked,-0.240408301,0.393132061,0.988077879,0.464413058
00:08.1,ElbowRight,Inferred,0.218489915,0.414066494,1.061088085,0.465141176
00:08.2,ElbowLeft,Tracked,-0.240349084,0.39364621,0.987879455,0.465091086
00:08.2,ElbowRight,Inferred,0.219016403,0.414469481,1.061097383,0.465629815
00:08.2,ElbowLeft,Tracked,-0.233393461,0.399564058,0.986161411,0.458816146
00:08.2,ElbowRight,Inferred,0.219299048,0.414508969,1.059958458,0.458911606
00:08.2,ElbowLeft,Tracked,-0.232557192,0.394077122,0.98587954,0.458343985
00:08.2,ElbowRight,Inferred,0.219521165,0.414417744,1.059642434,0.458507957
00:08.3,ElbowLeft,Tracked,-0.233133495,0.38368696,0.985535502,0.459709103
00:08.3,ElbowRight,Inferred,0.220678806,0.413504303,1.058027267,0.460532013
00:08.3,ElbowLeft,Tracked,-0.232027084,0.382152408,0.984924376,0.459640726
00:08.3,ElbowRight,Inferred,0.22147429,0.413619936,1.055950522,0.46010696
00:08.3,ElbowLeft,Tracked,-0.230992764,0.382971764,0.984497309,0.459098363
00:08.3,ElbowRight,Inferred,0.222514197,0.413752258,1.0540694,0.459843755
00:08.4,ElbowLeft,Tracked,-0.23024863,0.383489996,0.984130919,0.459131107
00:08.4,ElbowRight,Inferred,0.223401502,0.413815022,1.052608252,0.459790381
00:08.4,ElbowLeft,Tracked,-0.229304671,0.38417089,0.983639896,0.458888099
00:08.4,ElbowRight,Tracked,0.212113798,0.426621407,1.037962437,0.446769795
00:08.4,ElbowLeft,Tracked,-0.228449225,0.384890169,0.983058393,0.44592794
00:08.4,ElbowRight,Tracked,0.199263066,0.407138735,1.041296721,0.432232005
00:08.5,ElbowLeft,Tracked,-0.22604771,0.38871929,0.982201457,0.429791556
00:08.5,ElbowRight,Tracked,0.198881179,0.406128734,1.040839434,0.429308818
00:08.5,ElbowLeft,Tracked,-0.223563418,0.390471876,0.98111546,0.426932697
00:08.5,ElbowRight,Tracked,0.201662377,0.402241886,1.040505171,0.429514432
00:08.5,ElbowLeft,Tracked,-0.222040474,0.391432464,0.980254531,0.428101728
00:08.5,ElbowRight,Tracked,0.211809516,0.414608717,1.037027955,0.43816227
00:08.6,ElbowLeft,Tracked,-0.220676661,0.392252624,0.979534805,0.436863308
00:08.6,ElbowRight,Tracked,0.212619752,0.417070687,1.033454299,0.437343148
00:08.6,ElbowLeft,Tracked,-0.219224721,0.392849386,0.978710294,0.435973883
00:08.6,ElbowRight,Tracked,0.2133587,0.418320447,1.031787395,0.436571151
00:08.6,ElbowLeft,Tracked,-0.217836633,0.39549315,0.978135645,0.435119537
00:08.6,ElbowRight,Tracked,0.20436801,0.406720817,1.034162045,0.426053728
00:08.7,ElbowLeft,Tracked,-0.217177957,0.395581424,0.977586389,0.425471378
00:08.7,ElbowRight,Inferred,0.230431482,0.410167038,1.043852925,0.452723099
00:08.7,ElbowLeft,Tracked,-0.216093943,0.396954536,0.977015257,0.451693258
00:08.7,ElbowRight,Tracked,0.215949401,0.423867047,1.026271343,0.435674071
00:08.7,ElbowLeft,Tracked,-0.215428904,0.396982133,0.976405442,0.435082347
00:08.7,ElbowRight,Tracked,0.215705946,0.423953056,1.025051475,0.434708093
00:08.8,ElbowLeft,Tracked,-0.214726165,0.397696048,0.975925803,0.434021387
00:08.8,ElbowRight,Inferred,0.22912243,0.409831226,1.040253282,0.448650044
00:08.8,ElbowLeft,Tracked,-0.214486033,0.397649825,0.975469291,0.448479454
00:08.8,ElbowRight,Inferred,0.229187846,0.410022736,1.039478183,0.448438109
00:08.8,ElbowLeft,Tracked,-0.214330673,0.39768219,0.975183487,0.448324407
00:08.8,ElbowRight,Inferred,0.230914265,0.405737817,1.0410887,0.450168241
00:08.9,ElbowLeft,Tracked,-0.214238361,0.397643626,0.974847019,0.450127022
00:08.9,ElbowRight,Inferred,0.229818523,0.399595261,1.043498278,0.449336533
00:08.9,ElbowLeft,Tracked,-0.214436978,0.397423625,0.974383533,0.449604842
00:08.9,ElbowRight,Inferred,0.229717806,0.400678009,1.043293118,0.44948036
00:08.9,ElbowLeft,Tracked,-0.214548722,0.397791088,0.973837018,0.449672361
00:08.9,ElbowRight,Inferred,0.230061024,0.399668932,1.043515086,0.450040427
00:09.0,ElbowLeft,Tracked,-0.216898352,0.396321028,0.973923624,0.45235701
00:09.0,ElbowRight,Inferred,0.230303109,0.39843747,1.044010401,0.452665199
00:09.0,ElbowLeft,Tracked,-0.218337715,0.395275027,0.97345078,0.454166544
00:09.0,ElbowRight,Inferred,0.23035264,0.397547632,1.044041038,0.454214909
00:09.0,ElbowLeft,Tracked,-0.219543189,0.394322366,0.972468734,0.455564764
00:09.0,ElbowRight,Inferred,0.229749322,0.396861881,1.044038892,0.454964281
00:09.1,ElbowLeft,Tracked,-0.207531184,0.396312475,0.967974484,0.4438472
00:09.1,ElbowRight,Inferred,0.226436883,0.397326559,1.045038462,0.440758628
00:09.1,ElbowLeft,Tracked,-0.205991611,0.393149793,0.96435374,0.439911209
00:09.1,ElbowRight,Inferred,0.226048201,0.395671785,1.045770407,0.439651491
00:09.1,ElbowLeft,Tracked,-0.207450092,0.390223682,0.959992409,0.441937006
00:09.1,ElbowRight,Inferred,0.225023538,0.397468209,1.045827746,0.440968966
00:09.2,ElbowLeft,Tracked,-0.207057655,0.38479805,0.952236533,0.442282721
00:09.2,ElbowRight,Inferred,0.234625757,0.358008623,1.043112636,0.451730423
00:09.2,ElbowLeft,Tracked,-0.227016613,0.339586169,0.969853997,0.467781885
00:09.2,ElbowRight,Inferred,0.236298203,0.376877129,1.021388292,0.467661222
00:09.2,ElbowLeft,Tracked,-0.208915323,0.305875391,0.956417501,0.455497019
00:09.2,ElbowRight,Tracked,0.164672077,0.272858262,0.956326962,0.375043576
00:09.3,ElbowLeft,Tracked,-0.225519225,0.357411444,0.92647022,0.400362233
00:09.3,ElbowRight,Tracked,0.17101717,0.2708067,0.961024106,0.407351771
00:09.3,ElbowLeft,Tracked,-0.197026178,0.324478388,0.886266947,0.379374734
00:09.3,ElbowRight,Tracked,0.170766607,0.263029218,0.981625438,0.384890602
00:09.3,ElbowLeft,Tracked,-0.21097143,0.285791993,0.858899832,0.401626253
00:09.3,ElbowRight,Tracked,0.184185773,0.216486961,0.985006332,0.420541618
00:09.4,ElbowLeft,Tracked,-0.218037754,0.194166034,0.952947199,0.404116045
00:09.4,ElbowRight,Tracked,0.16156368,0.192321971,1.012914777,0.384313361
00:09.4,ElbowLeft,Tracked,-0.215467915,0.18799293,0.962290585,0.38043971
00:09.4,ElbowRight,Tracked,0.153087199,0.188573092,1.010395408,0.371681695
00:09.4,ElbowLeft,Tracked,-0.21261391,0.182475209,0.965197563,0.368534029
00:09.4,ElbowRight,Tracked,0.153637916,0.175881386,1.009950399,0.369034816
00:09.5,ElbowLeft,Tracked,-0.211465955,0.163326889,0.970719099,0.367420123
00:09.5,ElbowRight,Tracked,0.155675352,0.159624025,1.010737658,0.369334449
00:09.5,ElbowLeft,Tracked,-0.213245094,0.155104458,0.974175274,0.37075535
00:09.5,ElbowRight,Tracked,0.142574191,0.142869577,1.009669065,0.357794445
00:09.5,ElbowLeft,Tracked,-0.214373887,0.152045235,0.978607416,0.358414493
00:09.5,ElbowRight,Tracked,0.147546858,0.138674498,1.014338493,0.36392597
00:09.6,ElbowLeft,Tracked,-0.215207219,0.134622023,0.987122416,0.363796176
00:09.6,ElbowRight,Tracked,0.152652875,0.121179059,1.017918706,0.369391626
00:09.6,ElbowLeft,Tracked,-0.214517295,0.081165612,0.990056098,0.370393486
00:09.6,ElbowRight,Tracked,0.154337347,0.106594831,1.022342563,0.371137182
00:09.6,ElbowLeft,Tracked,-0.21493426,0.076029584,0.99029994,0.371917307
00:09.6,ElbowRight,Tracked,0.157634705,0.09257704,1.02942574,0.37498304
00:09.7,ElbowLeft,Tracked,-0.213847518,0.067555547,0.993604422,0.374043158
00:09.7,ElbowRight,Tracked,0.159334779,0.081224054,1.036712408,0.375912428
00:09.7,ElbowLeft,Tracked,-0.213326305,0.059059605,0.997157753,0.375409266
00:09.7,ElbowRight,Tracked,0.159701377,0.069086917,1.042523384,0.375909882
00:09.7,ElbowLeft,Tracked,-0.213532835,0.048261743,1.00164485,0.376043242
00:09.7,ElbowRight,Tracked,0.162096098,0.057474397,1.048789024,0.378687921
00:09.8,ElbowLeft,Tracked,-0.213274717,0.037697356,1.005677223,0.378355663
00:09.8,ElbowRight,Tracked,0.162320614,0.03636533,1.055999398,0.378953755
00:09.8,ElbowLeft,Tracked,-0.213857919,0.0273204,1.010388732,0.379041465
00:09.8,ElbowRight,Tracked,0.162119195,0.027379729,1.061477661,0.379432303
00:09.8,ElbowLeft,Tracked,-0.214767605,0.016542897,1.016280174,0.379741899
00:09.8,ElbowRight,Tracked,0.159373701,0.012148015,1.070031166,0.378008202
00:09.9,ElbowLeft,Tracked,-0.21538502,0.011163738,1.022318959,0.377785021
00:09.9,ElbowRight,Tracked,0.159597397,0.00304764,1.07876718,0.379294194
00:09.9,ElbowLeft,Tracked,-0.216084838,0.005302875,1.03028512,0.378804353
00:09.9,ElbowRight,Tracked,0.15723747,-0.009102786,1.088343382,0.378084422
00:09.9,ElbowLeft,Tracked,-0.217609257,4.65E-05,1.039661288,0.37810544
00:09.9,ElbowRight,Tracked,0.155634925,-0.01357704,1.096600413,0.377807997
00:10.0,ElbowLeft,Tracked,-0.218387157,-0.002719835,1.048804402,0.377219903
00:10.0,ElbowRight,Tracked,0.153746158,-0.016207442,1.107250929,0.376936488
00:10.0,ElbowLeft,Tracked,-0.216440082,-0.004198642,1.05834806,0.373595441
00:10.0,ElbowRight,Tracked,0.15134269,-0.015849218,1.118996978,0.37293189
00:10.0,ElbowLeft,Tracked,-0.219918042,-0.005446211,1.072104931,0.374354936
00:10.0,ElbowRight,Tracked,0.149493247,-0.014659002,1.130389214,0.374094419
00:10.1,ElbowLeft,Tracked,-0.219335616,-0.006486662,1.08248961,0.37201598
00:10.1,ElbowRight,Tracked,0.147899762,-0.019510582,1.143749952,0.372537615
00:10.1,ElbowLeft,Tracked,-0.219181344,-0.005999759,1.094956994,0.370556114
00:10.1,ElbowRight,Tracked,0.147436321,-0.018351424,1.156199336,0.37190281
00:10.1,ElbowLeft,Tracked,-0.222852677,-0.005836568,1.111638546,0.373170507
00:10.1,ElbowRight,Tracked,0.146116376,-0.017028645,1.166679263,0.373219647
00:10.2,ElbowLeft,Tracked,-0.224649012,-0.005768104,1.121711731,0.373652046
00:10.2,ElbowRight,Tracked,0.142536938,-0.016721433,1.178025603,0.371640619
00:10.2,ElbowLeft,Tracked,-0.225794017,-0.005631617,1.133691669,0.371155189
00:10.2,ElbowRight,Tracked,0.142588422,-0.018866975,1.190345168,0.372948274
00:10.2,ElbowLeft,Tracked,-0.228009418,-0.004403477,1.144494414,0.373703416
00:10.2,ElbowRight,Tracked,0.141626358,-0.019054886,1.20046699,0.374136606
00:10.3,ElbowLeft,Tracked,-0.227631807,-0.003217963,1.152921796,0.372643189
00:10.3,ElbowRight,Tracked,0.13487348,-0.018349424,1.208826423,0.367102672
00:10.3,ElbowLeft,Tracked,-0.23176384,-0.002856255,1.164765596,0.369600215
00:10.3,ElbowRight,Tracked,0.131961495,-0.019510902,1.217300177,0.367876852
00:10.3,ElbowLeft,Tracked,-0.234158054,-0.002428815,1.172371864,0.369261256
00:10.3,ElbowRight,Tracked,0.129849583,-0.019842736,1.225509405,0.368277616
00:10.4,ElbowLeft,Tracked,-0.237503126,-0.001235455,1.183772206,0.370184059
00:10.4,ElbowRight,Tracked,0.127351582,-0.022791006,1.236984253,0.369344178
00:10.4,ElbowLeft,Tracked,-0.241579995,-0.000891387,1.193083882,0.372179183
00:10.4,ElbowRight,Tracked,0.125204265,-0.0233378,1.246370077,0.37131382
00:10.4,ElbowLeft,Tracked,-0.244930357,-0.000631705,1.202743173,0.373387884
00:10.4,ElbowRight,Tracked,0.123342291,-0.022531411,1.250460386,0.371996334
00:10.5,ElbowLeft,Tracked,-0.247913614,0.000981659,1.210578203,0.374131527
00:10.5,ElbowRight,Tracked,0.120733976,-0.021551821,1.25536108,0.372040736
00:10.5,ElbowLeft,Tracked,-0.251120508,0.000135183,1.214563251,0.374713953
00:10.5,ElbowRight,Tracked,0.118506044,-0.020496847,1.261862516,0.37321132
00:10.5,ElbowLeft,Tracked,-0.256186754,-0.001173952,1.22025001,0.377491281
00:10.5,ElbowRight,Tracked,0.115766376,-0.01935567,1.267680645,0.375405608
00:10.6,ElbowLeft,Tracked,-0.258852601,0.001007258,1.22493434,0.377599356
00:10.6,ElbowRight,Tracked,0.113714561,-0.017578041,1.273436189,0.376170351
00:10.6,ElbowLeft,Tracked,-0.260615408,0.002742845,1.228495955,0.377565211
00:10.6,ElbowRight,Tracked,0.111786135,-0.017625941,1.28083241,0.376612402
00:10.6,ElbowLeft,Tracked,-0.262472689,0.00395391,1.234721661,0.37770565
00:10.6,ElbowRight,Tracked,0.109960675,-0.017390847,1.286580682,0.376631873
00:10.7,ElbowLeft,Tracked,-0.265587121,0.005210978,1.23982656,0.379121271
00:10.7,ElbowRight,Tracked,0.108504735,-0.018077608,1.291956186,0.378423801
00:10.7,ElbowLeft,Tracked,-0.266818017,0.006117561,1.242451072,0.379345925
00:10.7,ElbowRight,Tracked,0.106235035,-0.019143762,1.294247627,0.377477942
00:10.7,ElbowLeft,Tracked,-0.269051611,0.006864518,1.247206211,0.379116595
